x0,z0,bottom_label,top_label,bottom_y_def,top_y_def,thickness_y,thickness_vec,reduction_y_mm,reduction_y_pct,top_u2,bottom_u2
-44.999996,7.5,5727,5532,0.0005954055,0.14940467,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.0005953266,0.0005954055
-44.999996,10.0,5726,5531,0.0005954256,0.1494047,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.0005953056,0.0005954256
-44.999996,12.5,5725,5530,0.0005954365,0.14940472,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.0005952935,0.0005954365
-44.999996,15.0,5724,5529,0.0005954395,0.14940472,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.0005952885,0.0005954395
-44.999996,17.5,5723,5528,0.00059544796,0.14940473,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.00059527776,0.00059544796
-44.999996,20.0,5722,5527,0.0005954555,0.14940473,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.00059526676,0.0005954555
-44.999996,22.499998,5721,5526,0.0005954558,0.14940475,0.1488093,0.1488092988729477,0.0011907011270523016,0.793800751368201,-0.0005952618,0.0005954558
-44.999996,25.0,5720,5525,0.00059545157,0.14940475,0.1488093,0.1488092988729477,0.0011907011270523016,0.793800751368201,-0.0005952595,0.00059545157
-44.999996,27.500002,5719,5524,0.00059544994,0.14940475,0.1488093,0.1488092988729477,0.0011907011270523016,0.793800751368201,-0.0005952525,0.00059544994
-44.999996,30.0,5718,5523,0.00059544866,0.14940476,0.14880931,0.1488093137741089,0.0011906862258911077,0.7937908172607385,-0.00059524225,0.00059544866
-44.999996,32.5,5717,5522,0.00059544,0.14940476,0.14880933,0.14880932867527008,0.0011906713247299139,0.793780883153276,-0.00059523626,0.00059544
-44.999996,35.0,5716,5521,0.00059543457,0.14940478,0.14880934,0.14880934357643127,0.00119065642356872,0.7937709490458134,-0.0005952225,0.00059543457
-44.999996,37.5,5715,5520,0.00059542665,0.1494048,0.14880937,0.14880937337875366,0.0011906266212463323,0.7937510808308883,-0.00059520704,0.00059542665
-44.999996,40.0,5714,5519,0.0005954134,0.14940481,0.14880939,0.14880938827991486,0.0011906117200851385,0.7937411467234257,-0.00059519225,0.0005954134
-44.999996,42.5,5713,5518,0.000595401,0.14940484,0.14880943,0.14880943298339844,0.001190567016601557,0.793711344401038,-0.0005951728,0.000595401
-44.999996,44.999996,5712,5517,0.0005953829,0.14940485,0.14880948,0.14880947768688202,0.0011905223131179754,0.7936815420786503,-0.00059515465,0.0005953829
-44.999996,47.5,5711,5516,0.00059536635,0.14940487,0.14880951,0.1488095074892044,0.0011904925107955877,0.7936616738637252,-0.00059513253,0.00059536635
-44.999996,50.0,731,680,0.0005953614,0.14940488,0.14880952,0.1488095223903656,0.0011904776096343939,0.7936517397562626,-0.0005951179,0.0005953614
-42.5,-50.0,686,637,0.00046502333,0.14953475,0.14906973,0.14906972646713257,0.0009302735328674261,0.6201823552449508,-0.00046526056,0.00046502333
-42.5,-47.5,5710,5515,0.0004650385,0.14953473,0.1490697,0.14906969666481018,0.0009303033351898138,0.6202022234598759,-0.00046526652,0.0004650385
-42.5,-44.999996,5709,5514,0.00046506242,0.14953472,0.14906965,0.1490696519613266,0.0009303480386733953,0.6202320257822636,-0.00046528297,0.00046506242
-42.5,-42.5,5708,5513,0.00046508395,0.1495347,0.14906962,0.1490696221590042,0.000930377840995783,0.6202518939971887,-0.00046529804,0.00046508395
-42.5,-40.0,5707,5512,0.00046509644,0.14953469,0.14906959,0.14906959235668182,0.0009304076433181707,0.6202717622121139,-0.00046531777,0.00046509644
-42.5,-37.5,5706,5511,0.00046511338,0.14953467,0.14906956,0.14906956255435944,0.0009304374456405584,0.6202916304270389,-0.0004653293,0.00046511338
-42.5,-35.0,5705,5510,0.00046512883,0.14953467,0.14906955,0.14906954765319824,0.0009304523468017523,0.6203015645345016,-0.0004653375,0.00046512883
-42.5,-32.5,5704,5509,0.00046514184,0.14953466,0.14906952,0.14906951785087585,0.00093048214912414,0.6203214327494266,-0.00046534385,0.00046514184
-42.5,-30.0,5703,5508,0.0004651534,0.14953466,0.1490695,0.14906950294971466,0.0009304970502853338,0.6203313668568893,-0.0004653471,0.0004651534
-42.5,-27.500002,5702,5507,0.0004651575,0.14953466,0.1490695,0.14906950294971466,0.0009304970502853338,0.6203313668568893,-0.00046535453,0.0004651575
-42.5,-25.0,5701,5506,0.00046516088,0.14953464,0.14906949,0.14906948804855347,0.0009305119514465277,0.6203413009643518,-0.00046535992,0.00046516088
-42.5,-22.499998,5700,5505,0.0004651717,0.14953466,0.14906949,0.14906948804855347,0.0009305119514465277,0.6203413009643518,-0.00046535576,0.0004651717
-42.5,-20.0,5699,5504,0.00046517525,0.14953464,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046535686,0.00046517525
-42.5,-17.5,5698,5503,0.00046517988,0.14953466,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.0004653557,0.00046517988
-42.5,-15.0,5697,5502,0.00046518972,0.14953466,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046534813,0.00046518972
-42.5,-12.5,5696,5501,0.0004651995,0.14953467,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046534024,0.0004651995
-42.5,-10.0,5695,5500,0.00046521454,0.14953467,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.0004653264,0.00046521454
-42.5,-7.5,5694,5499,0.0004652258,0.14953469,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.0004653161,0.0004652258
-42.5,-5.0,5693,5498,0.0004652371,0.1495347,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.0004653052,0.0004652371
-42.5,-2.5,5692,5497,0.00046525276,0.14953472,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.00046528986,0.00046525276
-42.5,0.0,5691,5496,0.00046526748,0.14953473,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.0004652751,0.00046526748
-42.5,2.5,5690,5495,0.00046528163,0.14953475,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.000465261,0.00046528163
